dataset,action_id,issue_pair_id,status,baseline_report_id,ours_report_id,match_cost,baseline_complete,ours_complete,overall_class
Android,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/percent.upb_minitable.c:453f802ff1faaef71640,8cb29af221c44e402642,ours_only,,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/percent.upb_minitable.c:453f802ff1faaef71640|percent.upb_minitable.c_clangsa_19a52fa21f757c5dc2421952c66c3e27.plist|1,,,,
Android,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/percent.upb_minitable.c:453f802ff1faaef71640,4b6d37bac1ae2c5ea957,ours_only,,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/percent.upb_minitable.c:453f802ff1faaef71640|percent.upb_minitable.c_clangsa_19a52fa21f757c5dc2421952c66c3e27.plist|0,,,,
Android,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/range.upb_minitable.c:b46a7411e55a3bffccea,dfe10e9bd6d2f8405a11,ours_only,,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/range.upb_minitable.c:b46a7411e55a3bffccea|range.upb_minitable.c_clangsa_2c99bcc37ab61bff0421290db2d63df3.plist|1,,,,
Android,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/range.upb_minitable.c:b46a7411e55a3bffccea,ef3cdc9774319f84e0aa,ours_only,,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/range.upb_minitable.c:b46a7411e55a3bffccea|range.upb_minitable.c_clangsa_2c99bcc37ab61bff0421290db2d63df3.plist|0,,,,
Android,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/ratelimit_strategy.upb_minitable.c:bbcc64eaa14ca09ae2ef,548179b3a03f3b8e19f5,ours_only,,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/ratelimit_strategy.upb_minitable.c:bbcc64eaa14ca09ae2ef|ratelimit_strategy.upb_minitable.c_clangsa_d3027767555d2289f763084655f32689.plist|1,,,,
Android,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/ratelimit_strategy.upb_minitable.c:bbcc64eaa14ca09ae2ef,74a52dfa1ab04b4181da,ours_only,,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/ratelimit_strategy.upb_minitable.c:bbcc64eaa14ca09ae2ef|ratelimit_strategy.upb_minitable.c_clangsa_d3027767555d2289f763084655f32689.plist|0,,,,
Android,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/ratelimit_unit.upb_minitable.c:2d1413ea5e19a02df339,21ec4dac1add82b9339d,ours_only,,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/ratelimit_unit.upb_minitable.c:2d1413ea5e19a02df339|ratelimit_unit.upb_minitable.c_clangsa_f3e5f29498d482a68c1fd967e16f9b87.plist|1,,,,
Android,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/ratelimit_unit.upb_minitable.c:2d1413ea5e19a02df339,c3b7af1dcea32dd9f705,ours_only,,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/ratelimit_unit.upb_minitable.c:2d1413ea5e19a02df339|ratelimit_unit.upb_minitable.c_clangsa_f3e5f29498d482a68c1fd967e16f9b87.plist|0,,,,
Android,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/semantic_version.upb_minitable.c:ef8007d6be8dc5093532,4136bf564fb770a7cffe,ours_only,,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/semantic_version.upb_minitable.c:ef8007d6be8dc5093532|semantic_version.upb_minitable.c_clangsa_ba43374db3daf5de28db3dd88a5485e1.plist|1,,,,
Android,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/semantic_version.upb_minitable.c:ef8007d6be8dc5093532,3ebd841398849dad84a8,ours_only,,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/semantic_version.upb_minitable.c:ef8007d6be8dc5093532|semantic_version.upb_minitable.c_clangsa_ba43374db3daf5de28db3dd88a5485e1.plist|0,,,,
Android,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/token_bucket.upb_minitable.c:b93c340b9387cf9ee9f7,26f78aa4ba464baa9008,ours_only,,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/token_bucket.upb_minitable.c:b93c340b9387cf9ee9f7|token_bucket.upb_minitable.c_clangsa_73496ddf69df1ace1407e2ec8528e9b8.plist|1,,,,
Android,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/token_bucket.upb_minitable.c:b93c340b9387cf9ee9f7,7b85754c771f164a1c32,ours_only,,android:external/grpc-grpc/src/core/ext/upb-gen/envoy/type/v3/token_bucket.upb_minitable.c:b93c340b9387cf9ee9f7|token_bucket.upb_minitable.c_clangsa_73496ddf69df1ace1407e2ec8528e9b8.plist|0,,,,
Android,android:external/grpc-grpc/src/core/ext/upb-gen/google/api/annotations.upb_minitable.c:1fef1eecadaf0da76941,5d8963a1a99ec154c58f,ours_only,,android:external/grpc-grpc/src/core/ext/upb-gen/google/api/annotations.upb_minitable.c:1fef1eecadaf0da76941|annotations.upb_minitable.c_clangsa_3744d231563f096d3bda899f3732b508.plist|1,,,,
Android,android:external/grpc-grpc/src/core/ext/upb-gen/google/api/annotations.upb_minitable.c:1fef1eecadaf0da76941,d200a75045c8f013ba32,ours_only,,android:external/grpc-grpc/src/core/ext/upb-gen/google/api/annotations.upb_minitable.c:1fef1eecadaf0da76941|annotations.upb_minitable.c_clangsa_3744d231563f096d3bda899f3732b508.plist|0,,,,
Android,android:external/grpc-grpc/src/core/ext/upb-gen/google/api/expr/v1alpha1/checked.upb_minitable.c:fe43a453060708861d2a,fbe1d83ea29dc1cb78ab,ours_only,,android:external/grpc-grpc/src/core/ext/upb-gen/google/api/expr/v1alpha1/checked.upb_minitable.c:fe43a453060708861d2a|checked.upb_minitable.c_clangsa_5317aa6fcec053c5e5551f8892a9afd1.plist|1,,,,
